Price,^GSPC,^DJI,^IXIC,^RUT,^FTSE,^GDAXI,^FCHI,^N225,^HSI,000001.SS,^BSESN,^KS11,^BVSP,^GSPTSE,^AXJO,^STOXX50E,EURUSD=X,GBPUSD=X,USDJPY=X,AUDUSD=X,USDCAD=X,USDCHF=X,NZDUSD=X,^TNX,^IRX,^TYX,ES=F,NQ=F,ZN=F,ZB=F,CL=F,GC=F,SI=F,HYG,LQD,^VIX,BTC-USD
Ticker,^GSPC,^DJI,^IXIC,^RUT,^FTSE,^GDAXI,^FCHI,^N225,^HSI,000001.SS,^BSESN,^KS11,^BVSP,^GSPTSE,^AXJO,^STOXX50E,EURUSD=X,GBPUSD=X,USDJPY=X,AUDUSD=X,USDCAD=X,USDCHF=X,NZDUSD=X,^TNX,^IRX,^TYX,ES=F,NQ=F,ZN=F,ZB=F,CL=F,GC=F,SI=F,HYG,LQD,^VIX,BTC-USD
2015-01-05,2020.579956,17501.650391,4652.569824,1181.349976,6417.200195,9473.160156,4111.359863,17408.710938,23721.320312,3350.519043,27842.320312,1915.750000,47517.000000,14392.700195,5450.299805,3023.139893,1.194643,1.528491,120.433998,0.806777,1.179300,1.005800,0.766577,2.039000,0.003000,2.605000,2016.000000,4161.750000,127.765625,146.968750,50.040001,1203.900024,16.179001,48.591824,81.040749,19.920000,274.473999
2015-01-06,2002.609985,17371.640625,4592.740234,1161.310059,6366.500000,9469.660156,4083.500000,16883.189453,23485.410156,3351.446045,26987.460938,1882.449951,48001.000000,14246.799805,5364.799805,3023.139893,1.193902,1.525832,119.425003,0.809979,1.175700,1.006200,0.770001,1.963000,0.020000,2.523000,1994.500000,4102.250000,128.359375,148.156250,47.930000,1219.300049,16.603001,48.405704,81.370758,21.120001,286.188995
2015-01-07,2025.900024,17584.519531,4650.470215,1175.969971,6419.799805,9518.179688,4112.729980,16885.330078,23681.259766,3373.954102,26908.820312,1883.829956,49463.000000,14285.000000,5353.600098,3026.790039,1.187536,1.513798,118.672997,0.808016,1.183700,1.011300,0.774773,1.954000,0.020000,2.515000,2019.500000,4151.500000,128.468750,148.187500,48.650002,1210.599976,16.510000,48.706768,81.478531,19.309999,294.337006
2015-01-08,2062.139893,17907.869141,4736.189941,1196.130005,6570.000000,9837.610352,4260.189941,17167.099609,23835.529297,3293.456055,27274.710938,1904.650024,49943.000000,14457.700195,5381.500000,3135.080078,1.183600,1.510757,119.289001,0.807559,1.181850,1.014740,0.777061,2.016000,0.018000,2.593000,2055.000000,4232.250000,128.109375,146.906250,48.790001,1208.400024,16.351000,49.073544,81.215897,17.010000,283.348999
2015-01-09,2044.810059,17737.369141,4704.069824,1185.680054,6501.100098,9648.500000,4179.069824,17197.730469,23919.949219,3285.412109,27458.380859,1924.699951,48840.000000,14384.900391,5465.600098,3042.899902,1.179607,1.508796,119.792000,0.811425,1.182740,1.018290,0.781311,1.971000,0.015000,2.556000,2035.250000,4200.750000,128.578125,147.531250,48.360001,1216.000000,16.386000,49.319832,81.431396,17.549999,290.407990
2015-01-10,2044.810059,17737.369141,4704.069824,1185.680054,6501.100098,9648.500000,4179.069824,17197.730469,23919.949219,3285.412109,27458.380859,1924.699951,48840.000000,14384.900391,5465.600098,3042.899902,1.179607,1.508796,119.792000,0.811425,1.182740,1.018290,0.781311,1.971000,0.015000,2.556000,2035.250000,4200.750000,128.578125,147.531250,48.360001,1216.000000,16.386000,49.319832,81.431396,17.549999,274.795990
2015-01-11,2044.810059,17737.369141,4704.069824,1185.680054,6501.100098,9648.500000,4179.069824,17197.730469,23919.949219,3285.412109,27458.380859,1924.699951,48840.000000,14384.900391,5465.600098,3042.899902,1.179607,1.508796,119.792000,0.811425,1.182740,1.018290,0.781311,1.971000,0.015000,2.556000,2035.250000,4200.750000,128.578125,147.531250,48.360001,1216.000000,16.386000,49.319832,81.431396,17.549999,265.660004
2015-01-12,2028.260010,17640.839844,4664.709961,1180.089966,6501.399902,9781.900391,4228.240234,17197.730469,24026.460938,3229.315918,27585.269531,1920.949951,48140.000000,14265.000000,5422.700195,3084.179932,1.187070,1.518949,118.211998,0.822233,1.184430,1.011820,0.784683,1.912000,0.013000,2.492000,2022.500000,4166.500000,129.062500,148.437500,46.070000,1232.699951,16.535000,49.259647,81.586327,19.600000,267.795990
2015-01-13,2023.030029,17613.679688,4661.500000,1180.640015,6542.200195,9941.000000,4290.279785,17087.710938,24215.970703,3235.301025,27425.730469,1917.140015,48042.000000,14187.200195,5404.700195,3133.860107,1.183152,1.517036,118.328003,0.815062,1.196800,1.014900,0.776518,1.890000,0.023000,2.482000,2016.000000,4158.500000,129.312500,148.625000,45.889999,1234.300049,17.125000,49.259647,81.660408,20.559999,225.860992
2015-01-14,2011.270020,17427.089844,4639.319824,1177.060059,6388.500000,9817.080078,4223.240234,16795.960938,24112.599609,3222.437012,27346.820312,1913.660034,47646.000000,14084.400391,5353.600098,3089.669922,1.177829,1.517036,117.794998,0.817394,1.195450,1.019500,0.774413,1.837000,0.025000,2.451000,2007.500000,4145.500000,129.765625,149.406250,48.480000,1234.400024,16.955999,49.144695,81.801826,21.480000,178.102997
2015-01-15,1992.670044,17320.710938,4570.819824,1154.709961,6498.799805,10032.610352,4323.200195,17108.699219,24350.910156,3336.455078,28075.550781,1914.140015,48026.000000,14041.799805,5331.399902,3157.360107,1.178592,1.523438,117.389999,0.814465,1.194700,1.018930,0.771367,1.775000,0.023000,2.411000,1989.000000,4089.000000,130.343750,150.093750,46.250000,1264.699951,17.073000,48.843628,82.226166,22.389999,209.843994
2015-01-16,2019.420044,17511.570312,4634.379883,1176.650024,6550.299805,10167.769531,4379.620117,16864.160156,24103.519531,3376.495117,28121.890625,1888.130005,49017.000000,14309.400391,5299.200195,3202.239990,1.163738,1.518119,116.129997,0.822368,1.195800,0.854400,0.784068,1.815000,0.018000,2.435000,2013.000000,4134.000000,129.859375,149.531250,48.689999,1276.900024,17.739000,49.029736,81.768150,20.950001,208.097000
2015-01-17,2019.420044,17511.570312,4634.379883,1176.650024,6550.299805,10167.769531,4379.620117,16864.160156,24103.519531,3376.495117,28121.890625,1888.130005,49017.000000,14309.400391,5299.200195,3202.239990,1.163738,1.518119,116.129997,0.822368,1.195800,0.854400,0.784068,1.815000,0.018000,2.435000,2013.000000,4134.000000,129.859375,149.531250,48.689999,1276.900024,17.739000,49.029736,81.768150,20.950001,199.259995
2015-01-18,2019.420044,17511.570312,4634.379883,1176.650024,6550.299805,10167.769531,4379.620117,16864.160156,24103.519531,3376.495117,28121.890625,1888.130005,49017.000000,14309.400391,5299.200195,3202.239990,1.163738,1.518119,116.129997,0.822368,1.195800,0.854400,0.784068,1.815000,0.018000,2.435000,2013.000000,4134.000000,129.859375,149.531250,48.689999,1276.900024,17.739000,49.029736,81.768150,20.950001,210.339005
2015-01-19,2019.420044,17511.570312,4634.379883,1176.650024,6585.500000,10242.349609,4394.930176,17014.289062,23738.490234,3116.351074,28262.009766,1902.619995,47758.000000,14312.500000,5309.100098,3220.899902,1.156604,1.514211,117.559998,0.822707,1.197030,0.858200,0.779423,1.815000,0.018000,2.435000,2013.000000,4134.000000,129.859375,149.531250,48.689999,1276.900024,17.739000,49.029736,81.768150,20.950001,214.860992
2015-01-20,2022.550049,17515.230469,4654.850098,1170.250000,6620.100098,10257.129883,4446.020020,17366.300781,23951.160156,3173.052002,28784.669922,1918.310059,47877.000000,14308.400391,5307.700195,3244.919922,1.159797,1.509001,117.711998,0.819538,1.195500,0.879670,0.775855,1.807000,0.008000,2.398000,2016.750000,4167.000000,129.859375,149.843750,46.389999,1294.199951,17.947001,48.942169,81.956726,19.889999,211.315002
2015-01-21,2032.119995,17554.279297,4667.419922,1166.250000,6728.000000,10299.230469,4484.819824,17280.480469,24352.580078,3323.611084,28888.859375,1921.229980,49224.000000,14560.400391,5393.399902,3269.729980,1.154694,1.514738,118.649002,0.816527,1.211310,0.874320,0.764701,1.853000,0.020000,2.440000,2026.500000,4182.750000,129.437500,149.093750,47.779999,1293.699951,18.179001,49.204918,81.923073,18.850000,226.897003
2015-01-22,2063.149902,17813.980469,4750.399902,1190.369995,6796.600098,10435.620117,4552.799805,17329.019531,24522.630859,3343.343994,29006.019531,1920.819946,49443.000000,14764.000000,5419.899902,3322.649902,1.161535,1.514486,117.860001,0.810110,1.234380,0.860500,0.757289,1.896000,0.015000,2.469000,2056.500000,4264.750000,129.125000,148.500000,46.310001,1300.699951,18.346001,49.270599,81.882668,16.400000,233.406006
2015-01-23,2051.820068,17672.599609,4757.879883,1188.930054,6832.799805,10649.580078,4640.689941,17511.750000,24850.449219,3351.763916,29278.839844,1936.089966,48775.000000,14779.400391,5501.799805,3382.550049,1.134675,1.501321,118.750999,0.801989,1.238220,0.871700,0.750751,1.817000,0.013000,2.394000,2044.000000,4267.000000,129.671875,149.843750,45.590000,1292.599976,18.284000,49.270599,82.360886,16.660000,232.878998
2015-01-24,2051.820068,17672.599609,4757.879883,1188.930054,6832.799805,10649.580078,4640.689941,17511.750000,24850.449219,3351.763916,29278.839844,1936.089966,48775.000000,14779.400391,5501.799805,3382.550049,1.134675,1.501321,118.750999,0.801989,1.238220,0.871700,0.750751,1.817000,0.013000,2.394000,2044.000000,4267.000000,129.671875,149.843750,45.590000,1292.599976,18.284000,49.270599,82.360886,16.660000,247.847000
2015-01-25,2051.820068,17672.599609,4757.879883,1188.930054,6832.799805,10649.580078,4640.689941,17511.750000,24850.449219,3351.763916,29278.839844,1936.089966,48775.000000,14779.400391,5501.799805,3382.550049,1.134675,1.501321,118.750999,0.801989,1.238220,0.871700,0.750751,1.817000,0.013000,2.394000,2044.000000,4267.000000,129.671875,149.843750,45.590000,1292.599976,18.284000,49.270599,82.360886,16.660000,253.718002
2015-01-26,2057.090088,17678.699219,4771.759766,1200.739990,6852.399902,10798.330078,4675.129883,17468.519531,24909.900391,3383.181885,29278.839844,1935.680054,48577.000000,14797.799805,5501.799805,3414.280029,1.112545,1.499588,117.361000,0.787588,1.245700,0.881100,0.741895,1.828000,0.005000,2.398000,2053.500000,4269.250000,129.500000,149.593750,45.150002,1279.400024,17.966999,49.495010,82.340660,15.520000,273.472992
2015-01-27,2029.550049,17387.210938,4681.500000,1194.660034,6811.600098,10628.580078,4624.209961,17768.300781,24807.279297,3352.959961,29571.039062,1952.400024,48591.000000,14833.900391,5547.200195,3372.580078,1.124771,1.508546,118.519997,0.792205,1.247930,0.901300,0.743716,1.825000,0.018000,2.402000,2030.000000,4177.500000,129.656250,149.531250,46.230000,1291.699951,18.068001,49.456684,82.401291,17.219999,263.475006
2015-01-28,2002.160034,17191.369141,4637.990234,1175.119995,6825.899902,10710.969727,4610.939941,17795.730469,24861.810547,3305.738037,29559.179688,1961.579956,47695.000000,14602.900391,5552.799805,3358.959961,1.136738,1.518810,117.775002,0.792142,1.239400,0.899200,0.745434,1.724000,0.015000,2.294000,1991.500000,4124.250000,130.468750,151.187500,44.450001,1285.900024,18.068001,49.352703,82.960297,20.440001,233.914993
2015-01-29,2021.250000,17416.849609,4683.410156,1190.180054,6810.600098,10737.870117,4631.430176,17606.220703,24595.849609,3262.304932,29681.769531,1951.020020,47762.000000,14637.299805,5569.500000,3371.830078,1.128146,1.514234,117.592003,0.789266,1.252200,0.907000,0.732440,1.751000,0.010000,2.319000,2018.500000,4185.750000,130.187500,150.406250,44.529999,1254.599976,16.757999,49.527855,82.764977,18.760000,233.513000
2015-01-30,1994.989990,17164.949219,4635.240234,1165.390015,6749.399902,10694.320312,4604.250000,17674.390625,24507.050781,3210.363037,29182.949219,1949.260010,46908.000000,14673.500000,5588.299805,3351.439941,1.133556,1.507909,118.248001,0.778210,1.261200,0.922500,0.728279,1.675000,0.005000,2.251000,1988.500000,4141.250000,130.875000,151.281250,48.240002,1278.500000,17.191999,49.391045,83.445312,20.969999,226.425003
2015-01-31,1994.989990,17164.949219,4635.240234,1165.390015,6749.399902,10694.320312,4604.250000,17674.390625,24507.050781,3210.363037,29182.949219,1949.260010,46908.000000,14673.500000,5588.299805,3351.439941,1.133556,1.507909,118.248001,0.778210,1.261200,0.922500,0.728279,1.675000,0.005000,2.251000,1988.500000,4141.250000,130.875000,151.281250,48.240002,1278.500000,17.191999,49.391045,83.445312,20.969999,217.464005
2015-02-01,1994.989990,17164.949219,4635.240234,1165.390015,6749.399902,10694.320312,4604.250000,17674.390625,24507.050781,3210.363037,29182.949219,1949.260010,46908.000000,14673.500000,5588.299805,3351.439941,1.133556,1.507909,118.248001,0.778210,1.261200,0.922500,0.728279,1.675000,0.005000,2.251000,1988.500000,4141.250000,130.875000,151.281250,48.240002,1278.500000,17.191999,49.391045,83.445312,20.969999,226.972000
2015-02-02,2020.849976,17361.039062,4676.689941,1175.510010,6782.600098,10828.009766,4627.669922,17558.039062,24484.740234,3128.300049,29122.269531,1952.680054,47651.000000,14900.500000,5625.299805,3370.110107,1.130902,1.508705,117.183998,0.778210,1.268810,0.921300,0.726005,1.673000,0.005000,2.252000,2017.000000,4185.500000,130.921875,150.843750,49.570000,1276.199951,17.235001,49.580616,83.522903,19.430000,238.229004
2015-02-03,2050.030029,17666.400391,4727.740234,1196.989990,6871.799805,10890.950195,4677.899902,17335.849609,24554.779297,3204.906982,29000.140625,1951.959961,48964.000000,15062.900391,5707.399902,3414.179932,1.134173,1.502810,117.574997,0.780153,1.258300,0.927100,0.730193,1.780000,0.015000,2.372000,2042.000000,4216.250000,130.062500,149.281250,53.049999,1259.699951,17.305000,49.860924,82.847527,17.330000,227.268005
2015-02-04,2041.510010,17673.019531,4716.700195,1191.439941,6860.000000,10911.320312,4696.299805,17678.740234,24679.759766,3174.125977,28883.109375,1962.790039,49301.000000,14995.700195,5777.299805,3415.530029,1.145738,1.514211,117.646004,0.776277,1.244100,0.924750,0.732869,1.797000,0.005000,2.389000,2030.000000,4204.000000,130.000000,149.437500,48.450001,1263.800049,17.379000,49.652069,82.962379,18.330000,226.852997
2015-02-05,2062.520020,17884.880859,4765.100098,1208.709961,6865.899902,10905.410156,4703.299805,17504.619141,24765.490234,3136.531006,28850.970703,1952.839966,49234.000000,15124.900391,5811.000000,3408.959961,1.131875,1.518003,117.288002,0.776096,1.257700,0.926000,0.735998,1.815000,0.008000,2.422000,2055.000000,4247.500000,129.859375,148.875000,50.480000,1262.000000,17.180000,49.943371,82.699005,16.850000,217.110992
2015-02-06,2055.469971,17824.289062,4744.399902,1205.459961,6853.399902,10846.389648,4691.029785,17648.500000,24679.390625,3075.906982,28717.910156,1955.520020,48792.000000,15083.900391,5820.200195,3398.159912,1.147197,1.532591,117.535004,0.779970,1.243500,0.922000,0.740686,1.938000,0.015000,2.519000,2053.000000,4227.500000,128.718750,147.656250,51.689999,1233.900024,16.677999,49.981857,81.834534,17.290001,222.266006
2015-02-07,2055.469971,17824.289062,4744.399902,1205.459961,6853.399902,10846.389648,4691.029785,17648.500000,24679.390625,3075.906982,28717.910156,1955.520020,48792.000000,15083.900391,5820.200195,3398.159912,1.147197,1.532591,117.535004,0.779970,1.243500,0.922000,0.740686,1.938000,0.015000,2.519000,2053.000000,4227.500000,128.718750,147.656250,51.689999,1233.900024,16.677999,49.981857,81.834534,17.290001,227.753998
2015-02-08,2055.469971,17824.289062,4744.399902,1205.459961,6853.399902,10846.389648,4691.029785,17648.500000,24679.390625,3075.906982,28717.910156,1955.520020,48792.000000,15083.900391,5820.200195,3398.159912,1.147197,1.532591,117.535004,0.779970,1.243500,0.922000,0.740686,1.938000,0.015000,2.519000,2053.000000,4227.500000,128.718750,147.656250,51.689999,1233.900024,16.677999,49.981857,81.834534,17.290001,223.412003
2015-02-09,2046.739990,17729.210938,4726.009766,1195.829956,6837.200195,10663.509766,4651.080078,17711.929688,24521.000000,3095.124023,28227.390625,1947.000000,49383.000000,15100.700195,5814.899902,3347.750000,1.131439,1.523902,118.970001,0.776096,1.251700,0.926300,0.735024,1.948000,0.003000,2.521000,2042.500000,4214.250000,128.609375,147.593750,52.860001,1240.800049,17.054001,49.860924,81.888565,18.549999,220.110001
2015-02-10,2068.590088,17868.759766,4787.640137,1203.180054,6829.100098,10753.830078,4695.649902,17652.679688,24528.099609,3141.593018,28355.619141,1935.859985,48510.000000,15112.500000,5800.600098,3383.129883,1.132695,1.521607,118.563004,0.779910,1.247390,0.924600,0.740192,1.991000,0.005000,2.571000,2062.250000,4276.000000,128.359375,146.875000,50.020000,1231.599976,16.857000,50.031315,81.665680,17.230000,219.839005
2015-02-11,2068.530029,17862.140625,4801.180176,1201.550049,6818.200195,10752.110352,4679.379883,17652.679688,24315.019531,3157.704102,28533.970703,1945.699951,48240.000000,15151.500000,5769.100098,3374.139893,1.132195,1.526205,119.358002,0.778392,1.258400,0.926500,0.741895,1.988000,0.005000,2.564000,2065.750000,4296.500000,128.359375,146.906250,48.840000,1219.000000,16.745001,50.014835,81.719711,16.959999,219.184998
2015-02-12,2088.479980,17972.380859,4857.609863,1216.270020,6828.100098,10919.650391,4726.200195,17979.720703,24422.150391,3173.416016,28805.099609,1941.630005,49533.000000,15228.500000,5743.600098,3417.610107,1.131196,1.524274,120.169998,0.772260,1.261700,0.928700,0.737572,1.986000,0.008000,2.571000,2084.000000,4344.750000,128.421875,146.812500,51.209999,1220.099976,16.778000,50.009296,81.929077,15.340000,221.764008
2015-02-13,2096.989990,18019.349609,4893.839844,1223.130005,6873.500000,10963.400391,4759.359863,17913.359375,24682.539062,3203.826904,29094.929688,1957.500000,50636.000000,15264.799805,5877.500000,3447.590088,1.140394,1.539196,118.916000,0.775675,1.250920,0.929940,0.743329,2.021000,0.005000,2.626000,2093.500000,4377.000000,128.234375,145.906250,52.779999,1226.500000,17.278000,50.080772,81.604889,14.690000,235.427002
2015-02-14,2096.989990,18019.349609,4893.839844,1223.130005,6873.500000,10963.400391,4759.359863,17913.359375,24682.539062,3203.826904,29094.929688,1957.500000,50636.000000,15264.799805,5877.500000,3447.590088,1.140394,1.539196,118.916000,0.775675,1.250920,0.929940,0.743329,2.021000,0.005000,2.626000,2093.500000,4377.000000,128.234375,145.906250,52.779999,1226.500000,17.278000,50.080772,81.604889,14.690000,257.321014
2015-02-15,2096.989990,18019.349609,4893.839844,1223.130005,6873.500000,10963.400391,4759.359863,17913.359375,24682.539062,3203.826904,29094.929688,1957.500000,50636.000000,15264.799805,5877.500000,3447.590088,1.140394,1.539196,118.916000,0.775675,1.250920,0.929940,0.743329,2.021000,0.005000,2.626000,2093.500000,4377.000000,128.234375,145.906250,52.779999,1226.500000,17.278000,50.080772,81.604889,14.690000,234.824997
2015-02-16,2096.989990,18019.349609,4893.839844,1223.130005,6857.100098,10923.230469,4751.950195,18004.769531,24726.529297,3222.363037,29135.880859,1958.229980,50636.000000,15264.799805,5888.700195,3433.300049,1.140004,1.540049,118.570000,0.776578,1.245420,0.931700,0.747943,2.021000,0.005000,2.626000,2093.500000,4377.000000,128.234375,145.906250,52.779999,1226.500000,17.278000,50.080772,81.604889,14.690000,233.843002
2015-02-17,2100.340088,18047.580078,4899.270020,1225.010010,6898.100098,10895.620117,4753.990234,17987.089844,24784.880859,3246.906006,29135.880859,1961.449951,50636.000000,15284.599609,5858.200195,3438.439941,1.133401,1.535627,118.491997,0.775675,1.247460,0.932470,0.748503,2.145000,0.008000,2.738000,2096.000000,4381.750000,127.250000,144.093750,53.529999,1208.099976,16.362000,50.047806,81.226692,15.800000,243.610001
2015-02-18,2099.679932,18029.849609,4906.359863,1227.949951,6898.100098,10961.000000,4799.029785,18199.169922,24832.080078,3246.906006,29320.259766,1961.449951,51280.000000,15212.799805,5915.700195,3465.800049,1.140472,1.535344,119.208000,0.781189,1.239080,0.936140,0.753920,2.066000,0.013000,2.695000,2095.500000,4386.000000,128.015625,144.812500,52.139999,1199.699951,16.250000,50.218185,81.517090,15.450000,236.326004
2015-02-19,2097.449951,17985.769531,4924.700195,1227.910034,6888.899902,11001.940430,4833.279785,18264.789062,24832.080078,3246.906006,29462.269531,1961.449951,51294.000000,15180.299805,5904.200195,3488.080078,1.140004,1.543901,118.689003,0.780823,1.245500,0.941900,0.755116,2.113000,0.013000,2.732000,2095.250000,4413.250000,127.593750,144.312500,51.160000,1207.099976,16.371000,50.102772,81.503601,15.290000,240.283005
2015-02-20,2110.300049,18140.439453,4955.970215,1231.790039,6915.200195,11050.639648,4830.899902,18332.300781,24832.080078,3246.906006,29231.410156,1961.449951,51238.000000,15172.200195,5881.500000,3490.530029,1.136674,1.541996,118.987999,0.779545,1.249030,0.949430,0.751936,2.133000,0.010000,2.735000,2107.000000,4438.000000,127.406250,144.031250,50.340000,1204.400024,16.263000,50.240189,81.625198,14.300000,243.779007
2015-02-21,2110.300049,18140.439453,4955.970215,1231.790039,6915.200195,11050.639648,4830.899902,18332.300781,24832.080078,3246.906006,29231.410156,1961.449951,51238.000000,15172.200195,5881.500000,3490.530029,1.136674,1.541996,118.987999,0.779545,1.249030,0.949430,0.751936,2.133000,0.010000,2.735000,2107.000000,4438.000000,127.406250,144.031250,50.340000,1204.400024,16.263000,50.240189,81.625198,14.300000,244.533997
2015-02-22,2110.300049,18140.439453,4955.970215,1231.790039,6915.200195,11050.639648,4830.899902,18332.300781,24832.080078,3246.906006,29231.410156,1961.449951,51238.000000,15172.200195,5881.500000,3490.530029,1.136674,1.541996,118.987999,0.779545,1.249030,0.949430,0.751936,2.133000,0.010000,2.735000,2107.000000,4438.000000,127.406250,144.031250,50.340000,1204.400024,16.263000,50.240189,81.625198,14.300000,235.977005
2015-02-23,2109.659912,18116.839844,4960.970215,1231.829956,6912.200195,11130.919922,4862.299805,18466.919922,24836.759766,3246.906006,28975.109375,1968.390015,51281.000000,15200.299805,5908.000000,3519.580078,1.138148,1.538911,119.075996,0.784621,1.253290,0.940600,0.753012,2.059000,0.015000,2.652000,2106.750000,4444.500000,128.015625,145.343750,49.450001,1200.300049,16.247000,50.278603,81.902061,14.560000,238.891998
2015-02-24,2115.479980,18209.189453,4968.120117,1233.979980,6949.600098,11205.740234,4886.439941,18603.480469,24750.070312,3246.906006,29004.660156,1976.119995,51874.000000,15165.000000,5927.000000,3547.100098,1.133299,1.545237,118.903000,0.779970,1.257300,0.950600,0.753125,1.988000,0.018000,2.598000,2113.750000,4450.250000,128.687500,146.156250,49.279999,1196.900024,16.181999,50.328102,82.435600,13.690000,238.735001
2015-02-25,2113.860107,18224.570312,4967.140137,1235.099976,6935.399902,11210.269531,4882.220215,18585.199219,24778.279297,3228.843018,29007.990234,1990.469971,51811.000000,15228.599609,5944.899902,3541.780029,1.133903,1.545906,118.891998,0.783331,1.249600,0.950100,0.748391,1.969000,0.015000,2.571000,2110.250000,4436.750000,128.718750,146.875000,50.990002,1201.000000,16.424000,50.492981,82.509918,13.840000,237.470001
2015-02-26,2110.739990,18214.419922,4987.890137,1239.109985,6949.700195,11327.190430,4910.620117,18785.789062,24902.060547,3298.358887,28746.650391,1993.079956,51761.000000,15241.200195,5908.500000,3574.939941,1.136364,1.552891,118.821999,0.788395,1.243120,0.948510,0.757117,2.016000,0.013000,2.609000,2110.000000,4461.750000,128.281250,146.812500,48.169998,1209.599976,16.583000,50.481998,82.064148,13.910000,236.425995
2015-02-27,2104.500000,18132.699219,4963.529785,1233.369995,6946.700195,11401.660156,4951.479980,18797.939453,24823.289062,3310.302979,29220.119141,1985.800049,51583.000000,15234.299805,5928.799805,3599.000000,1.120536,1.541806,119.376999,0.780579,1.250300,0.952600,0.753920,2.002000,0.008000,2.600000,2102.750000,4442.500000,128.421875,147.031250,49.759998,1212.599976,16.513000,50.492981,82.260033,13.340000,253.828003
2015-02-28,2104.500000,18132.699219,4963.529785,1233.369995,6946.700195,11401.660156,4951.479980,18797.939453,24823.289062,3310.302979,29220.119141,1985.800049,51583.000000,15234.299805,5928.799805,3599.000000,1.120536,1.541806,119.376999,0.780579,1.250300,0.952600,0.753920,2.002000,0.008000,2.600000,2102.750000,4442.500000,128.421875,147.031250,49.759998,1212.599976,16.513000,50.492981,82.260033,13.340000,254.263000
2015-03-01,2104.500000,18132.699219,4963.529785,1233.369995,6946.700195,11401.660156,4951.479980,18797.939453,24823.289062,3310.302979,29220.119141,1985.800049,51583.000000,15234.299805,5928.799805,3599.000000,1.120536,1.541806,119.376999,0.780579,1.250300,0.952600,0.753920,2.002000,0.008000,2.600000,2102.750000,4442.500000,128.421875,147.031250,49.759998,1212.599976,16.513000,50.492981,82.260033,13.340000,260.201996
2015-03-02,2117.389893,18288.630859,5008.100098,1242.619995,6940.600098,11410.360352,4917.319824,18826.880859,24887.439453,3336.284912,29459.140625,1996.810059,51021.000000,15264.099609,5958.899902,3591.090088,1.116196,1.540618,119.825996,0.778574,1.251450,0.954300,0.754888,2.084000,0.005000,2.685000,2114.000000,4477.000000,127.765625,145.812500,49.590000,1207.699951,16.407000,50.483597,81.546906,13.040000,275.670013
2015-03-03,2107.780029,18203.369141,4979.899902,1234.760010,6889.100098,11280.360352,4869.250000,18815.160156,24702.779297,3263.052002,29593.730469,2001.380005,51304.000000,15133.900391,5933.899902,3549.110107,1.117905,1.535910,120.204002,0.775675,1.253900,0.958500,0.750582,2.122000,0.013000,2.713000,2104.750000,4456.500000,127.468750,145.156250,50.520000,1204.000000,16.257999,50.340107,81.499519,13.860000,281.701996
2015-03-04,2098.530029,18096.900391,4967.140137,1230.729980,6919.200195,11390.379883,4917.350098,18703.599609,24465.380859,3279.532959,29380.730469,1998.290039,50468.000000,15082.799805,5901.600098,3583.439941,1.118218,1.536665,119.637001,0.782044,1.248300,0.960800,0.756258,2.123000,0.010000,2.719000,2096.500000,4444.250000,127.562500,145.343750,51.529999,1200.599976,16.132000,50.246243,81.445358,14.230000,273.092010
2015-03-05,2101.040039,18135.720703,4982.810059,1234.310059,6961.100098,11504.009766,4963.509766,18751.839844,24193.039062,3248.476074,29448.949219,1998.380005,50365.000000,15103.099609,5904.200195,3618.209961,1.108205,1.526508,119.651001,0.782350,1.242440,0.963400,0.759129,2.112000,0.003000,2.716000,2099.750000,4449.500000,127.718750,145.468750,50.759998,1195.900024,16.132000,50.340107,81.553711,14.040000,276.178009
2015-03-06,2071.260010,17856.779297,4927.370117,1217.520020,6911.799805,11550.969727,4964.350098,18971.000000,24164.000000,3241.187012,29448.949219,2012.939941,49981.000000,14952.500000,5898.899902,3617.620117,1.103205,1.524762,120.044998,0.778513,1.248220,0.973630,0.749008,2.240000,0.005000,2.839000,2070.750000,4405.000000,126.750000,143.375000,49.610001,1164.099976,15.784000,50.019936,80.686913,15.200000,272.722992
2015-03-07,2071.260010,17856.779297,4927.370117,1217.520020,6911.799805,11550.969727,4964.350098,18971.000000,24164.000000,3241.187012,29448.949219,2012.939941,49981.000000,14952.500000,5898.899902,3617.620117,1.103205,1.524762,120.044998,0.778513,1.248220,0.973630,0.749008,2.240000,0.005000,2.839000,2070.750000,4405.000000,126.750000,143.375000,49.610001,1164.099976,15.784000,50.019936,80.686913,15.200000,276.260986
2015-03-08,2071.260010,17856.779297,4927.370117,1217.520020,6911.799805,11550.969727,4964.350098,18971.000000,24164.000000,3241.187012,29448.949219,2012.939941,49981.000000,14952.500000,5898.899902,3617.620117,1.103205,1.524762,120.044998,0.778513,1.248220,0.973630,0.749008,2.240000,0.005000,2.839000,2070.750000,4405.000000,126.750000,143.375000,49.610001,1164.099976,15.784000,50.019936,80.686913,15.200000,274.354004
2015-03-09,2079.429932,17995.720703,4942.439941,1223.589966,6876.500000,11582.110352,4937.200195,18790.550781,24123.050781,3302.407959,28844.779297,1992.819946,49181.000000,14854.500000,5821.299805,3610.280029,1.084599,1.505775,120.738998,0.772260,1.260300,0.984500,0.736377,2.195000,0.005000,2.799000,2077.750000,4413.500000,127.093750,144.187500,50.000000,1166.400024,15.755000,49.915073,81.011909,15.060000,289.606995
